TRAN_DATE|TRAN_ID|TRAN_TYPE|TRAN_SUB_TYPE|PART_TRAN_TYPE|ACID|TRAN_AMT|balance|channel|CIF_ID|ACCT_OPN_DATE|LIEN_AMT|customer_age
19/05/2026 18:30|43aca533bffa32d35080a204fe100f3bea65d0ecb18d0ffa370cc522a4d4fb48|T|CI|D|4435127fe3b42fa247be821529321999f93841c95d90a48391bd5f22a265c39e|6000|-34168.75|UPI|bf3be665f9f216e262997f3381ff5797878bdbd7b38c34f08214698973cbd800|24/04/2022 18:30|0|50
19/05/2026 18:30|5241db21150309636895d2dd0f73b5372d43da2b2dbf9e3a70b0ddff96fea3ac|T|CI|D|4435127fe3b42fa247be821529321999f93841c95d90a48391bd5f22a265c39e|1938.1|-36406.85|UPI|bf3be665f9f216e262997f3381ff5797878bdbd7b38c34f08214698973cbd800|24/04/2022 18:30|0|50
19/05/2026 18:30|ef91cec82b443507d3e2466f989475b82f769b03baa2063d09f4854a739fd8d7|T|CI|C|37a7e9dc1e189f50110713467a08f2cfcb4751b11c794ceeffa7d87a20741814|100000|130215.89|UPI|7c9a5e7d62fda767fea5ad281d083d2cfd6501503fcfd5edf5d74ed8a0bfdde6|26/12/2022 18:30|0|22
19/05/2026 18:30|3147c73175f9ac70839aec26359ecfd465a20e312b95512410959ee3106b7e97|T|CI|D|37a7e9dc1e189f50110713467a08f2cfcb4751b11c794ceeffa7d87a20741814|25000|105215.89|MB|7c9a5e7d62fda767fea5ad281d083d2cfd6501503fcfd5edf5d74ed8a0bfdde6|26/12/2022 18:30|0|22
19/05/2026 18:30|c5acdeeff3892704c03a58af9587619213dfbfc4c554620953379da6b1afcc4f|T|CI|D|37a7e9dc1e189f50110713467a08f2cfcb4751b11c794ceeffa7d87a20741814|25000|80215.89|MB|7c9a5e7d62fda767fea5ad281d083d2cfd6501503fcfd5edf5d74ed8a0bfdde6|26/12/2022 18:30|0|22
19/05/2026 18:30|57f92c13141d666a045daa81a2607d16bf96d19a295a338493b625e8b1121522|T|CI|D|37a7e9dc1e189f50110713467a08f2cfcb4751b11c794ceeffa7d87a20741814|25000|55215.89|MB|7c9a5e7d62fda767fea5ad281d083d2cfd6501503fcfd5edf5d74ed8a0bfdde6|26/12/2022 18:30|0|22
19/05/2026 18:30|4de469c8e756f77f1ccba425dbf354ad4c0c3582f7a07773979823f50fa21f89|T|CI|D|37a7e9dc1e189f50110713467a08f2cfcb4751b11c794ceeffa7d87a20741814|25000|30215.89|MB|7c9a5e7d62fda767fea5ad281d083d2cfd6501503fcfd5edf5d74ed8a0bfdde6|26/12/2022 18:30|0|22
19/05/2026 18:30|b376807f7cd5958fc7c2ddb3a4b6de3fc8e8eaac511d7074acb35ddefe590664|T|CI|D|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|7500|40085.53|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|1f978230a253265614230af166d926d3055ec072ef598122303d3f80ee4c767f|T|CI|D|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|40000|85.53|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|a97bc62330d0e55ec7e865cce38eb19a21a65693f80ef1a04534b61cd53d1821|T|CI|D|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|30|-445.47|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|f1fc92473aff1062fc544f9239b189aff77fec5e7bcf8bcdda5dde4f6bb93446|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|1|47585.53|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|3ed5dce26c27256fc9f0b4a3e4074ca16cfb0b906b29c5749f7d8247132d008e|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|15067|42998.53|IMPS_other|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|8b54779abbf4601bb42341d2493009168ce2c58c8a2efb1481804e4805ec5fea|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|1|-444.47|IMPS_other|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|82a0d742080f4a845e6258b40f3728a69d79c0e5feb779dbed522cb180b9c008|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|4587|47585.53|IMPS_other|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|b626ba33ec2bb78bf0db632514b1273bb056a4efb080f5583e5949adde25c508|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|500|55.53|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|43672d97fea94d35eb1a940ee3d46a985d2dd868bf0a3cde8bb8c90c81d4ed1c|T|CI|C|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|27876|27931.53|IMPS_other|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|0558c9f088bcdd960941564e227a2aa9e9af353de295ab90b18ff8d2773aca8f|T|CI|D|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|200|-114.47|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|976a3b29b214bc2457f93b491f70e3ad890838c91d2c4d6650fa1e416c28fb23|T|CI|D|52b0155b4602c757c466a087571e2e0389801e04c8628f512b8ac92baa925297|1|47584.53|UPI|ee7b43a567c3f672a6e79b04a31e8e26c653475f94e9005809b0715d39daeed5|20/01/2023 18:30|0|30
19/05/2026 18:30|bbbf065c3cfeee70f131d714d2e1133a624dac9dfb6ca260591f26d4cab008dc|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.08|3035.92|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|f14f58785ef58d9b328f86830ace53154c42db78424262702c4635cacdf85965|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|3000|345.05|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|9782615a2f4077f5d4189db63bfcd0bd45acc85712a665e7aebf5cc16e224605|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.24|1352.24|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|90d89eb4d2f8f098b516e3668a0a4a5f38e778b0aed5d5e423959757461bacd8|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|100|2059.74|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|f745a1891b937e77eb2af4789460a90db2cb230d1312206218d2126816337cd0|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.14|544.19|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|00c6d97f71d873434f758fbc068960cee1a9f4bf06a0898cda130bc9774dcf7c|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.22|2049.95|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|a03e5a1a9af9a3084873210328622a10bb0a7dc34bc71229675f99bde98ebf0f|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|500|2755.18|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|cfe2ee5bced2faf3ea88e9b79815d44c8042c0b2c2c495b9cdd31357ae740942|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|700|2646.73|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|279b5769b5c0b3fe15b6643ac092b3c2e697d7312891ef9275879f05f1683a94|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.2|2549.15|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|3671b3ea0564385cf52483bb91ca6145a02ea96dd96b3c9e55d3dae1feaa3dfa|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.18|3346.73|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|141f77cb182b06c0dd1ffbb09cf0a12a4b5632f1f16025ea0cf552748bfeaf31|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.42|1959.74|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|93f60bb8129c46e81cbb7d9944aa7d43e04ce4d528a839e799fc1d6666ea3a85|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.15|3345.05|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|f88eaecb6f5cddaf4c2d511c5eb9b90cb9e1ac59cc0a93036622685a26d8cf13|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.05|2936.84|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|83da836e5c0bd71833a9c983138411abe84427148f254dbef6f917496ad19ef3|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|1000|3159.13|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|409f0c3f6e19dcf193883070655801636eb851c91a4bb85497713ee3da67ba71|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.44|1760.92|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|ffb31d9fdb895333b005a04236bf83800226046081fd4cb8523ed2a79c098bec|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|299.1|1042.42|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|9dc7ab6cdc80e6cb99a2c1d4cc4a864f02897bc0ce0d29a663cb879a2906c114|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|999.38|958.51|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|c23f0b6d12125a13ad511bf56cb86d6c12ae5b63bbc706d68d7c6d180fc5fe74|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|4000|-744.82|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|8458b57a8b9a2a238c4c5c5780c5c60b19bce65485a33bd01f7924607cdf5baa|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.06|1839.64|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|b07e9999eba44c826846745460b34a7f77c480e6fe5e37aba6bf4639ff5f3d20|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.26|1451.5|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|764b3453ec0f0d6ec15c4e7c76985799be492623f7a2b3852251661e133c50c0|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.43|1760.92|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|98627b596ccefcebd9c12fba506c846001ce2cfb6434af298c439109d3625493|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.4|1860.32|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|fb271f915fff6f96129d1c1a27d652ef213e8eff399fe24d1e2c40fd7eaf31a5|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.23|1550.73|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|5e5044787f87e25623c3b07a23466bd3a067e6a61a3100b16b398ed37037e5b3|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.28|853|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|a57e63d69458eb61a1689412ab1deee77b08daa0ee4bfa47f9a60da2ce2444c4|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|4000|3255.18|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|80ede463d333456fde206a6c4d227df5df95399ad031db48846d473abca8dc5e|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.25|353.72|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|696c044c22c259d02273e1ca17e9722b7ac03b497ef117f99c15fc4ffc114c12|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.37|1957.88|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|a0f25f294b36f05c53eec604a51785e03f461ec44b2fadb2089cecdeda4cc047|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.19|3247.55|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|f3b838b91767e4860386ded798fdf803794ecb797afd2547d5904f53eecf9155|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|500|1458.51|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|aeaed06d64359e849eccd425b8fbe0981496cd80df2f0e0b1f4e398c777a1257|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|99.39|2159.13|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|6736f14e27824c731cea7a92d3d0ce7b6e31ad45e906702eedbf335d01f483f4|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.07|1241.49|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|5ef3d8171ae8750a9bbcc356463fe8a69cbdbc5f86f5b7f21d25f49d443b0b85|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.46|1862.6|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|21166ee7f4a5a2d7b2a81ff4b913d9ef4d20e62b7f7d65e6df962af7b4cd5fdd|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|3200|-40.87|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|f6831472e368409fb1684ac0a17c87c3f4affe97e8bf889a6d8f833c40aedd49|T|CI|D|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|600|1462.05|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|7b516e1816f48307215fafe1a923b167df801c71c135fc19ef2bb7fc6bc6140f|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|100|3245.9|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|a7e46c3f925010dfeed58131f154495856d7cd7ebf9f9cd74e82ee7a80b4b3bc|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|499.11|2338.75|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|fceaf9351c7d026a03577bf57be5d4a9e8e81b6518a7861f23395819a0e39776|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.13|743.32|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
19/05/2026 18:30|a139a134bf3d8c13cfb9fc7355621e8366b58ce11fd936fa5a70f49225b6704b|T|CI|C|30545a863ab5556e3557487ac0e1c7177415a1d9cd8669e1d0b7c1d85209ae1e|199.45|2062.05|UPI|f263ae5e7cc3142b600014595c2fb607a67623948b22a94c26a77dd794669378|09/08/2023 18:30|0|17
